0x0,root
0x148A3C5EA1,se_littlemac_swing_m
0x148A3D23BB,ignore_fighter_frame
0x148A3EC5D6,ui_voice_rosetta_002
0x148A41094F,se_lucas_step_left_m
0x148A49E388,vc_gkoopa_cliffcatch
0x148A60B824,final_time_add_gauge
0x148A6F494D,ui_voice_lucario_015
0x148A8C4FE9,se_gaogaen_smash_s01
0x148A915F9B,fox_final_jet_impact
0x148A954297,ui_voice_captain_014
0x148A9545D1,ui_voice_00_edge_035
0x148AA769C1,reflector_attack_mul
0x148AB38A8C,se_wario_special_l03
0x148AB48A13,frame_floor_prebuild
0x148AC4EC7F,s_hair_chain_r_08col
0x148ACB813F,info_rr06_ttp_garage
0x148ADF5AA7,item_drill_shoot_air
0x148AE55CEB,disappear_play_frame
0x148AF077FC,item_standard_normal
0x148AF140A9,trail_ice_bullet_end
0x148B2032DB,map_collision_fire_l
0x148B2081E0,s__ctr_l_haira_03col
0x148B2F05AF,ui_prize_mii_hat_lot
0x148B3C6180,se_popo_special2_s01
0x148B4A1567,f04downboundd.nuanmb
0x148B546990,island_type_settings
0x148B5A512A,evwoodsbossbattle_01
0x148B5F2567,miigunner_cshot_hold
0x148B6A578F,special_air_lw_heavy
0x148B7FFE60,name_plate_preset_17
0x148B80D550,packun_throw_hi_bite
0x148B8C13F3,pickel_atk_axe_stone
0x148B999171,se_shulk_step_left_m
0x148BABADD4,special_air_lw_end_l
0x148BC32E01,ground_flick_speed_x
0x148BC8A5D0,se_tantan_appeal_s02
0x148BD53036,se_shulk_special_h02
0x148BEB12C5,se_luigi_special_s02
0x148BF4D235,ui_bgm_n21_dmp_title
0x148BFBB623,special_air_n_spit_b
0x148BFF2A92,seq_captain_rnd_jump
0x148C123A79,name_plate_preset_13
0x148C242F2D,quiz_06_a_clearcheck
0x148C27E0FB,vc_krool_special_l03
0x148C2B918B,special_air_n_buster
0x148C51A599,se_popo_special2_s05
0x148C5AE77F,cliff_robbed_speed_x
0x148C6299E9,free_air_start_frame
0x148C6A8E29,appear_rate_kotobuki
0x148C74C766,special_air_hi1_loop
0x148C7640C0,vc_dolly_special_n01
0x148C81138B,twister_shoot_damage
0x148C91802F,vc_palutena_attack04
0x148C96723A,special_air_n_spit_f
0x148CAC5147,simon_result_crystal
0x148CADEC11,fire_scale_max_frame
0x148CBF813A,robin_press_offset_y
0x148CDC98EA,se_shulk_special_l02
0x148CE2FD40,range_data_back_dash
0x148CE80B81,vc_kirby_copy_mii_01
0x148CE83051,se_falco_special_n01
0x148CE9EEFE,ui_profile_sp_hector
0x148CEDA555,ui_profile_em_mother
0x148D028D54,ui_voice_lucario_011
0x148D0400D4,se_lucas_special_l02
0x148D06E7BF,s_sys_screen_capture
0x148D0A7889,elight_sword_close_s
0x148D200446,fog_screen_color_red
0x148D34DF4A,attack_short_end_rb3
0x148D395C59,crack_overlap_length
0x148D468A63,se_brave_special_n02
0x148D4EB02D,master_axe_slash_air
0x148D5301CF,ui_voice_rosetta_006
0x148D55729C,spot_flag_bg_pos_l03
0x148D5EFC5D,item_kind_kroolcrown
0x148D6D7FC1,equipped_curry_scale
0x148D89759A,id_clear_getter_0028
0x148DAE03FD,c03attacks4s2.nuanmb
0x148DBFE6AB,se_richter_smash_h02
0x148DCC55C1,ui_voice_richter_028
0x148DD891B5,battle_poke_stadium2
0x148DDE96EA,effect_line_line_num
0x148DF881C8,ui_voice_00_edge_031
0x148DF8868E,ui_voice_captain_010
0x148DFC793C,se_snake_special_n02
0x148E0813B5,replace_kind_series0
0x148E0A182B,s_lsskirt0__swingcol
0x148E0A771F,fire_resist_strength
0x148E0F50E3,effect_bgelightfinal
0x148E1D5AD6,se_trail_special_h02
0x148E208A69,set_sf29a_sf2_deejay
0x148E3CC552,donkey_special_n_max
0x148E42203C,special_n_hold_count
0x148E4FFD62,id_clear_getter_0075
0x148E51FB91,se_trail_step_left_m
0x148E59B7E6,se_ridley_dash_start
0x148E5A9AFB,se_wario_special_n07
0x148E5C31FB,laser_camera_subject
0x148E678615,se_donkey_attackdash
0x148E6C69C1,demon_attack_hi3_arc
0x148E78AD52,se_snake_special_l02
0x148E78B20B,sonic_talkcenterflip
0x148E80D4BA,se_lucas_special_n02
0x148E87D3A9,brave_special_air_n1
0x148E9FDC0B,ui_voice_gaogaen_031
0x148EA8454F,id_clear_getter_0092
0x148EABA016,psychobreak_offset_y
0x148EC25E0D,se_brave_special_l02
0x148ECD3F5D,se_pokemon_rokona_vc
0x148ED2CC4F,route_pipe_clouds_11
0x148F01D3DA,ui_voice_pikachu_011
0x148F26F673,effect_bgcloudfinal2
0x148F4E1E73,se_pickel_ladderstep
0x148F53883B,gekkouga_pump_splash
0x148F67727B,effect_bgeflamefinal
0x148F6CE43F,se_falco_special_l01
0x148F6E05F8,edge_start_effect_r2
0x148F6E9E85,main_ring_ventus_dth
0x148F808A6D,set_crs06_mastercore
0x148F9C35AD,magicpot_init_damage
0x148FA0D39C,se_inkling_dash_turn
0x148FA31C8D,blind_cloud_light034
0x148FF294AE,vc_dolly_special_l01
0x148FF2F696,ch_element_saika_set
0x148FF3A6EB,quiz_05_perfectroute
0x14900D6C97,vc_samusd_missfoot02
0x1490126A12,h13itemassist.nuanmb
0x149037766A,rodin_tracking_frame
0x1490382D2A,ui_bgm_ad09_cm_awake
0x149039083A,id_clear_getter_0061
0x14903EB44F,se_samusd_appeal_h01
0x149042C05B,effect_weaken_revise
0x14907152F7,info_mg07_mgs_cavern
0x1490737EFC,ring_birchforest_set
0x1490783FCE,safepos_offset_air_x
0x14907F15FE,special_air_n_charge
0x1490997C84,attack_legs_short_l2
0x1490A0CEF9,se_robot_criff_catch
0x1490B21643,final_visual_scene02
0x1490B4AB55,se_brave_special_l16
0x1490B648C1,route_pipe_island_11
0x1490BAADDA,vc_buddy_damagefly02
0x1490C233BC,se_littlemac_final04
0x1490DEB017,id_clear_getter_0086
0x1490E85B38,f02damageelec.nuanmb
0x1490E92953,ui_voice_gaogaen_025
0x1490FB969C,gimmick_obj_food_025
0x149101401D,vc_jack_doyle_back01
0x1491097233,special_lw_landing_1
0x14911D208A,se_yoshi_special_s05
0x149122852B,space_rush_start_pos
0x14912BEC5B,final_handicap_angle
0x1491772682,ui_voice_pikachu_005
0x14919240AF,evshadow_2_reflet_04
0x1491D39586,vc_kirby_copy_pit_01
0x1491D5E9D5,blind_cloud_light020
0x1491EC3CA4,base_dummy_switch_02
0x1491EC5C2B,se_diddy_special_h01
0x14920A8762,effect_teleportstart
0x14920CE480,se_diddy_special_n05
0x1492118646,stc_caution_left_set
0x14921979DB,ui_campaign_skill_id
0x1492499477,capillary_life_frame
0x14924ED9FA,route_bus_takeoff_02
0x14924F49E4,razor_attack_no_team
0x149255CD34,se_edge_step_ll_loop
0x14926078B4,se_elight_appeal_l03
0x149264CF21,name_plate_preset_07
0x14926C4DD4,se_link_step_right_m
0x14926FAEA0,item_kind_hammerhead
0x149291FCA8,blaster_offset_x_air
0x14929ABC57,wait_animation_frame
0x14929F089A,rbkind_81_special_n3
0x1492B4128B,devil_scroll_x_speed
0x1492B6B183,f07sleepstart.nuanmb
0x1492BBB62E,final_slide_z_offset
0x1492C99C54,info_h11_bw_n_medley
0x1492DF19F8,se_rosetta_attack100
0x1492E1549D,f00damageair2.nuanmb
0x1492EDE2D3,stream_n01_dnm_title
0x14930274B8,special_air_n_cancel
0x149325F497,ui_voice_rosetta_012
0x14933177F8,se_peach_special_s03
0x14933E06C3,dyr_yellow_plane_6_8
0x149344F9F3,pacman_openblink_eye
0x1493529904,se_cloud_special_s06
0x14935A704D,se_pit_attackair_h01
0x14936B1707,se_eflame_final01_02
0x149374780C,ui_voice_lucario_005
0x14938E73D6,ui_voice_captain_004
0x14938E7490,ui_voice_00_edge_025
0x1493A2452C,se_kamui_special_s06
0x1493B1A4C6,ui_gametitle_mother3
0x1493B84CC4,item_kind_pickelbomb
0x1493DEE444,vc_gekkouga_attack06
0x1493F47473,ui_bgm_r37_hsz_boss1
0x1493FE6DAE,tantan_wepon3_wind_s
0x1493FF5785,damage_fly_bound_num
0x149419BC15,ui_voice_lucario_001
0x14942B1CD7,e01throwfwait.nuanmb
0x14943B2D9B,ui_profile_ft_ryu_03
0x14943F5D1D,se_cloud_special_s02
0x149448308E,ui_voice_rosetta_016
0x14944F2175,cpu_gp_at_sm_sp_item
0x1494541E5F,rbkind_79_slashsmall
0x149455EFCD,s_hip_pad_chain_03_l
0x149480D342,shot_object_offset_x
0x1494854EA2,edge_onewinged_flare
0x14949244DB,id_clear_getter_0038
0x1494931E95,palutena_target_node
0x14949CB522,vc_marth_damagefly01
0x1494B3205D,vc_gekkouga_attack02
0x1494BE81F8,flash_fade_out_frame
0x1494CF8135,se_kamui_special_s02
0x1494D76480,ui_voice_richter_038
0x1494E3B089,ui_voice_00_edge_021
0x1494E4A589,toonlink_final_trace
0x1494F43AEF,se_daisy_special_s02
0x149503E81E,a04walkfalllb.nuanmb
0x1495090B38,name_plate_preset_03
0x14950A8E0D,mining_arm_angle_min
0x149510A536,ui_bgm_z57_j_youso01
0x149512342F,masterhandenergyshot
0x14951A2123,se_ike_attackair_f01
0x14952A6C99,rockman_final_charge
0x1495542484,ike_iaigiri_attack_r
0x1495612099,se_diddy_special_n01
0x149569D068,se_elight_appeal_h03
0x149575C0CF,se_gaogaen_throw_b03
0x14957FF1AD,gimmick_gate_city_01
0x149588A036,quiz_02_a_clearcheck
0x14958EC4D2,info_sp26_sp2_gougou
0x149590F63C,c02attacklw3w.nuanmb
0x14959785FA,s_hip_pad_chain_02_l
0x14959B2EB6,spot_tour_02_to_03_l
0x1495BE43D8,rbkind_attack_finish
0x1495F7414A,murabito_tree_rcrack
0x149606521F,supermissile_max_req
0x14961AE29B,ui_voice_pikachu_001
0x14961FFAD8,spot_tour_02_to_01_l
0x14962E75CB,miigunner_gimmckjump
0x1496348FA3,fish_attack_lr_check
0x14963A7D44,non_match_up_next_in
0x149643B925,chrom_special_n_turn
0x1496497657,hop_max_rotate_speed
0x14964C44BE,pikachu_rocket_hold2
0x1496514DEB,bg_b_pine_log_01_set
0x14965A4E97,special_air_s_search
0x14965F29F0,quiz_01_perfectroute
0x149670E493,se_yoshi_special_s01
0x1496957D5F,rframe_kong_wait_1st
0x1496B82DCC,blind_cloud_light024
0x1496DA71DC,attack_stand_1_dummy
0x1496DAF962,mining_grade_1_frame
0x1496E5F4F7,se_diddy_special_l01
0x1496FF84B6,evshadow_2_reflet_00
0x149705043A,ui_item_assist_akira
0x1497091469,display_notice_frame
0x1497131E34,trail_final_hole_air
0x14972840B5,missile_distance_min
0x14972EA5BE,hi3_rush_brake_frame
0x1497371C93,se_samusd_appeal_l01
0x14974138E7,se_pacman_dash_start
0x1497451888,brave_lightning3_hit
0x149748FEFB,target_dist_offset_y
0x149754CC23,id_clear_getter_0065
0x14976B41A2,effect_bgpacmanfinal
0x14976C2394,camera_quake_kind_ks
0x149771081D,attack_air_neutral_x
0x149784ED4A,ui_voice_gaogaen_021
0x1497965285,gimmick_obj_food_021
0x1497A70196,dedede_jethammer_arc
0x1497B3740E,id_clear_getter_0082
0x1497B76B46,ring_pipe_opaque_set
0x1497C22F95,breaking_start_frame
0x1497C9FD0E,route_pipe_clouds_01
0x1497D04522,krool_special_n_loop
0x1497D13BA3,s_hip_pad_chain_01_l
0x1497D70CFF,se_pit_attackair_n01
0x1497F9042D,s__ctr_r_haird_03col
0x1498160072,se_falco_special_s01
0x1498335762,dys_gareki_break_set
0x14984B7579,throw_item_power_mul
0x14984C3A5A,se_gekkouga_appear01
0x14984E70F1,check_floor_down_air
0x1498643A1F,c02attackhi3s.nuanmb
0x1498667B59,bridge_log_jungle_01
0x14986F2CAF,block_material_table
0x149874F8DD,appear_duck_pow_base
0x14987E42A6,set_z55_j_rarefigure
0x1498848472,item_club_swing_dash
0x14988DA4F5,se_ike_attackair_l01
0x1498958C51,spot_d_cloud_05_flag
0x1498A62DCD,ui_profile_ft_pit_00
0x1498AD44A5,pikachu_final_sphere
0x1498AE651D,special_air_n_jump_c
0x1498C16AA9,ui_voice_pikachu_009
0x1498E19215,hero2_cannon_no_team
0x1498E75A4D,final2_landing_frame
0x1498FB4898,shizue_putaway_catch
0x149902491F,se_snake_special_s02
0x1499038348,vc_toonlink_furafura
0x149908F40E,rspeed_fish_2nd_half
0x149912CF07,effect_param_hitdead
0x14992A34DD,gimmick_hide_magma_a
0x14992DBDF4,littlemac_attack_100
0x1499393A1D,demon_ragedrive_hitm
0x14995F6578,ui_voice_gaogaen_029
0x1499669EA7,rframe_hanenbou_next
0x149970E8E1,fighter_kind_lucario
0x149977375D,s_00rmant0__swingcol
0x14997C72FE,ui_voice_pokemon_023
0x14998840B6,rhombus_offset_front
0x14999C1014,special_air_lw_empty
0x14999FC61E,se_buddy_step_left_l
0x1499A1111F,vc_demon_special_l03
0x1499B8BA40,se_brave_special_s02
0x1499C45D47,se_pit_attackair_f01
0x1499CADF23,zelda_smash_hi_flash
0x1499D36759,se_buddy_special_h03
0x1499E58E65,crash_attack_no_stop
0x1499E91D3D,rframe_barrel_wait_a
0x1499EA26BE,item_have_kind_plate
0x1499F1A397,ui_mii_body_powerd_m
0x1499F8D6B2,attack_hit_slow_rate
0x1499FD5E4A,seq_pichu_rnd_attack
0x149A09EC53,board_gimmick_radius
0x149A0CECB2,ui_voice_richter_030
0x149A0E6D1C,prize_time_ratio_min
0x149A3838BB,ui_voice_00_edge_029
0x149A383FFD,ui_voice_captain_008
0x149A3A6AAD,whispy_wait_time_max
0x149A417127,special_air_lw_light
0x149A49CCE9,id_clear_getter_0030
0x149A621375,kirby_inside_range_y
0x149A7EE499,se_lucas_special_s02
0x149A8A89F1,particle_curve_x_max
0x149A8D89FC,sequence_play_frames
0x149A98172A,light_effect_color_g
0x149A98BD0A,crazyhandsearchlight
0x149A9B6FBD,se_gaogaen_smash_l05
0x149ABAE9CB,ui_anniv_chara_purin
0x149AC23427,ui_voice_lucario_009
0x149AD94F68,wait_time_ground_max
0x149AE605C1,vc_szerosuit_passive
0x149AE9400D,ui_bgm_r46_wftu_luge
0x149AE97939,collision_attr_magic
0x149AFF0378,se_gaogaen_smash_h01
0x149B17CD10,trail_appeal_s_slash
0x149B265D23,spot_beans_effect_04
0x149B6426C1,seq_richter_rnd_jump
0x149B8016CB,littlemac_final_dash
0x149B8062D6,special_hi_landing_f
0x149B850B45,message_kind_commend
0x149B883199,vc_tantan_missfoot01
0x149B8C5130,attack_short_end_lb3
0x149BA5D64F,map_collision_orange
0x149BBBE941,se_tantan_appeal_h02
0x149BD3E07F,se_shulk_monado_open
0x149BD4FF13,se_luigi_step_left_m
0x149BFB74A5,model_type_mama_door
0x149C11C66E,special_s_dash_frame
0x149C17043D,set_sf23a_sf2_balrog
0x149C19FA03,ui_mii_hat_cathead_f
0x149C257B7B,se_gamewatch_final04
0x149C2BB391,pendulum_swing_speed
0x149C308199,gaogaen_final_ground
0x149C315E48,ganonboss_init_pos_x
0x149C3A08DC,map_collision_dolfin
0x149C3B48E8,final2_beam_offset_y
0x149C3F9991,final_shoot_offset_y
0x149C432E48,special_air_n3_start
0x149C4FDD7D,item_kind_wariobikec
0x149C5ADF1D,catch_failure_return
0x149C62708D,ui_profile_sp_celebi
0x149C6E65A4,info_crs24_vs_result
0x149C91F688,se_luigi_special_l02
0x149CA80B91,vc_master_missfoot01
0x149CB2419D,se_tantan_appeal_l02
0x149CB2BF30,se_edge_win01_step01
0x149CB5F6EB,ifrit__firepillars_l
0x149CCBD152,motion_test_route_20
0x149CD1A7BC,se_samus_special_s03
0x149CD2AD16,vc_plizardon_ottotto
0x149CD47349,hit_charge_max_scale
0x149CDC52BB,collision_attr_sleep
0x149CE3DC9D,ellipsoid_footr_col3
0x149CE86302,info_tk13_tk4_kitsch
0x149CEB4EE5,weapon_search_radius
0x149CF40B73,ui_chara_duckhunt_00
0x149D0F839B,master_smash_s_flash
0x149D14E62E,se_zelda_final03_end
0x149D1EA1E1,se_pitb_step_right_m
0x149D2408F0,id_clear_getter_0034
0x149D50994D,rebel_gauge_add_dead
0x149D5E1BEB,se_buddy_special_n03
0x149D6128AB,ui_voice_richter_034
0x149DB428E9,chicken_appear_rnd_y
0x149DC41D54,ui_chara_dracula2_00
0x149DC75C30,spot_before_hands_01
0x149DC96EC1,se_wario_special_s03
0x149DCCAA3A,se_richter_smash_s02
0x149DD3DD26,seq_krool_rnd_jump02
0x149DE23461,rframe_perio_visible
0x149DE951AD,shockwave_position_x
0x149DF6ABA4,se_gaogaen_smash_l01
0x149DFA831D,elight_photon_appear
0x149E11B6E7,ui_voice_pokemon_027
0x149E15C70A,se_marth_special_n04
0x149E6E1647,se_trail_special_s02
0x149E6F8D06,se_snake_special_s06
0x149E78C4D1,vc_jack_doyle_call02
0x149E83F85B,metaknight_fear_girl
0x149E87C3F0,effect_bgridleyfinal
0x149E96FAFA,effect_bglucinafinal
0x149E97F998,shot_effect_offset_z
0x149E9B5C62,throw_map_coll_joint
0x149EA3405E,rbkind_75_turn_small
0x149EAD8E03,ui_mii_hat_h_ninjara
0x149ECA4650,rframe_floor_rebuild
0x149ED569C4,bossgalaga_beam_time
0x149ED57E59,se_brave_special_s06
0x149EE28008,id_clear_getter_0069
0x149F0E61E7,blind_cloud_light028
0x149F2A3329,weapon_lasso_failure
0x149F3B3DAC,rose_effect_pos_rand
0x149F7B1FE7,gene_angle_diffusion
0x149F804E2A,ui_mark_attr_defense
0x149F840C29,se_ike_attackair_h01
0x149F8BEF64,candle_item_offset_y
0x149F929AC1,ui_mark_spskill_item
0x149FAA42D4,c03attacks4lw.nuanmb
0x149FB562DE,krool_propeller_fall
0x149FC9C084,info_dq05_dq4_sentou
0x149FCADFF9,thunder_attack_r_fix
0x149FDBF6C0,ike_path_of_radiance
0x149FE1004A,ui_bgm_z58_j_youso02
0x149FF0D4C8,trail_counter_attack
0x14A007B1A0,jump_accel_x_forward
0x14A007C632,vc_shulk_special_n01
0x14A0081CBB,board_gimmick_length
0x14A0263BE2,motion_test_route_08
0x14A04E3B37,item_standard_nopoke
0x14A084750B,vc_gkoopa_missfoot01
0x14A0953F40,vc_pichu_damagefly01
0x14A0A37095,stream_w42_sbdx_rest
0x14A0AD1E18,se_dolly_special_l02
0x14A0D732B4,kirby_shoot_offset_x
0x14A0DEAEC1,violent_attack_score
0x14A106A7F9,bridgebeans_effect02
0x14A1096628,toonlink_arrow_flare
0x14A10989D2,metaknight_slip_wind
0x14A10D1756,range_data_renkantai
0x14A1199CCB,ui_gametitle_tekken2
0x14A13119F0,vc_kirby_copy_roy_01
0x14A13AD4AF,ui_voice_pokemon_052
0x14A1421A8E,ui_voice_lucario_025
0x14A142D060,vc_trail_special_h01
0x14A1596433,clip_sphere_offset_x
0x14A161AB7F,jostle_data_ptrainer
0x14A164BFA9,ui_series_lightplane
0x14A180360D,base_chara_status_on
0x14A18066F1,ui_bgm_a04_lnd_chika
0x14A18197A5,spot_tour_01_to_09_l
0x14A182EB21,ui_mark_spskill_wind
0x14A1842936,shulk_final_riki_arc
0x14A187A8B7,se_campaign_all_warp
0x14A19DD4BB,vc_brave_special_l01
0x14A19E8270,decrease_coefficient
0x14A1AA0841,spot_bus_entry_02_01
0x14A1AEAEF7,vc_mario_damagefly02
0x14A1B81154,ui_voice_captain_024
0x14A1B81612,ui_voice_00_edge_005
0x14A1B9AA1A,dolly_athena_asamiya
0x14A1C055EF,dossun_presage_frame
0x14A1D97203,dys_guest_sisyou_set
0x14A1F9916F,s_skirt_3_backside_r
0x14A2021D17,se_common_blowaway_s
0x14A20B8CA8,g02cliffjump2.nuanmb
0x14A20F6AB8,id_clear_getter_0041
0x14A214F365,dolly_ryo_sakazaki_2
0x14A21900D5,vc_brave_special_n01
0x14A21DA7A9,spot_pipe_clouds_obj
0x14A2289B5B,edge_start_screen_r1
0x14A233EE73,illust6_spawn_radius
0x14A25A6AF4,texdededehammertrace
0x14A28DCA4C,item_kind_hebigarasu
0x14A29EF8AF,attack_mul_max_speed
0x14A2B4E2AF,se_ken_final_swing_l
0x14A2BF41BD,duckhunt_attack_line
0x14A2C40754,vc_krool_appeal01_02
0x14A2C74664,damage_floor_invalid
0x14A2CDF41E,gimmick_obj_food_005
0x14A2CE0F3A,fighter_waist_size_s
0x14A2D236C1,final_camera_angle_d
0x14A2DF4BD1,ui_voice_gaogaen_005
0x14A2EACC31,movie_id_last_battle
0x14A2EB7D34,ui_prize_gold_direct
0x14A30ECEEE,ui_mii_body_aerith_f
0x14A31B55BD,edge_special_n_start
0x14A31C0688,se_krool_special_h04
0x14A3270308,se_samusd_attackdash
0x14A329CA76,se_dolly_special_n02
0x14A3414400,ui_voice_pikachu_025
0x14A35BC92D,ui_bgm_z63_f_rosetta
0x14A370F3A6,pierce_target_base_y
0x14A383125C,vc_shulk_special_l01
0x14A389ED8E,info_d12_mr_dasshutu
0x14A39A2583,se_ryu_swing_punch_s
0x14A3A19B1F,effect_bgchromfinal2
0x14A3C9AEB1,se_pikmin_appeal_h01
0x14A3E8F7AE,ui_profile_sp_arceus
0x14A3E8FE01,battle_icon_wait_per
0x14A3F97EF2,g00walldamage.nuanmb
0x14A3FA7669,vc_pikmin_missfoot02
0x14A4287787,se_mariod_appeal_s01
0x14A42C8019,ui_voice_pikachu_021
0x14A4440E6F,se_dolly_special_n06
0x14A48ABA80,vc_shulk_special_h01
0x14A48E4F4E,blind_cloud_light004
0x14A4B5F8EB,ui_mii_body_barret_m
0x14A4C0066D,se_pikmin_appeal_l01
0x14A4C7A69A,ifrit_aura_end_frame
0x14A4C89B1A,map_coll_data_bullet
0x14A4F64BEB,palutena_win_twinkle
0x14A50637C6,quiz_09_perfectroute
0x14A516FE86,drown_dead_frame_mul
0x14A5357F7D,jump_target_offset_y
0x14A53DB081,light_center_color_r
0x14A53FBF76,ellipsoid_footl_col3
0x14A543779D,vc_gekkouga_heavyget
0x14A54D87D0,time_freezed_blend_r
0x14A55C2CCE,set_w29_fzr_mutecity
0x14A562AEA1,id_clear_getter_0045
0x14A56FA642,vc_chrom_damagefly02
0x14A5A03007,gimmick_obj_food_001
0x14A5B09E49,escape_penalty_frame
0x14A5B28FC8,ui_voice_gaogaen_001
0x14A5B3472B,hop_fall_speed_y_max
0x14A5BACE7D,se_demon_step_left_s
0x14A5C16E3A,info_r79_snp_w1stage
0x14A5CFACD2,vc_trail_special_n01
0x14A5F99922,se_pacman_jump01_win
0x14A6035245,prize_time_ratio_max
0x14A60B7A82,geo_stelar_omega_xis
0x14A60C7399,c01attacks3s3.nuanmb
0x14A60E837D,check_cliff_wait_per
0x14A61B5D7E,spot_map_type_pipe_c
0x14A62855A1,lasso_raycheck_angle
0x14A62FDE97,ui_voice_lucario_021
0x14A63755F4,whispy_wait_time_min
0x14A63BAC7E,stream_z70_f_koopajr
0x14A64A4F63,range_data_dive_kick
0x14A64B78BC,vc_trail_special_l01
0x14A64F5B46,item_kind_darkknight
0x14A6509C7D,se_richter_landing01
0x14A651FC97,vc_zelda_damagefly02
0x14A65710B6,ui_voice_pokemon_056
0x14A65C1990,wait_next_turn_frame
0x14A6682B38,effect_bgmewtwofinal
0x14A66B63E0,bridgebeans_effect06
0x14A6718BCE,fighter_handicap_p_3
0x14A67458D2,ui_gametitle_tekken6
0x14A67FF2A0,yubideppou_speed_max
0x14A687B6A8,particle_curve_x_min
0x14A68BB966,se_robot_special_s03
0x14A6A42659,id_clear_getter_0018
0x14A6B826A1,motion_walk_loop_max
0x14A6C84806,popo_blizzerd_bullet
0x14A6D47031,wait_time_ground_min
0x14A6D5D20B,ui_voice_00_edge_001
0x14A6D5D54D,ui_voice_captain_020
0x14A6D97651,dragon_step_up_start
0x14A6E10602,ui_voice_richter_018
0x14A6E5A3B3,rspeed_block_dropmax
0x14A6F010A2,vc_brave_special_l05
0x14A6F019D4,se_rosetta_landing01
0x14A6F2354A,item_kind_kiteruguma
0x14A6F6B252,ui_mii_hat_astronaut
0x14A73B633E,ui_profile_sp_hinawa
0x14A7649262,info_i17_fzr_bigblue
0x14A7664C6E,id_clear_getter_0118
0x14A76A022B,vc_shulk_special_n05
0x14A7917A3A,se_krool_special_n04
0x14A7949A4D,gimmick_wall_rock_02
0x14A7C0DA01,se_dolly_special_l06
0x14A7E7CF03,gate_drive_strive_19
0x14A7E81783,se_dolly_step_left_m
0x14A7EB92F2,special_ink_charge_l
0x14A7FD7201,stg_pickel_world_oak
0x14A8036D0A,spot_pipe_island_obj
0x14A80E5A39,ui_voice_00_edge_009
0x14A80E5D7F,ui_voice_captain_028
0x14A8159FB3,rosetta_tico_attack1
0x14A82A949C,route_ride_type_boat
0x14A82BE819,se_purin_special_n01
0x14A8319EC8,se_zelda_special_l03
0x14A83792B3,se_rockman_smash_l01
0x14A83A8E30,ui_voice_richter_010
0x14A844A1BB,ui_profile_ft_roy_00
0x14A853FA2F,range_data_shoot_air
0x14A8559532,route_before_darz_07
0x14A85EA2B9,route_catfish_get_03
0x14A86C18A0,se_simon_special_s03
0x14A8752EFE,ramuh_quake_settings
0x14A87FAE6B,id_clear_getter_0010
0x14A88B1073,se_chrom_special_n03
0x14A8926ACC,squat_step_pose_back
0x14A8A57537,stream_f11_air_colda
0x14A8C76474,se_mario_special_h03
0x14A8E75372,vc_dedede_missfoot01
0x14A8E97CCB,se_metaknight_jump03
0x14A8EAD295,battle_tantan_spring
0x14A8ECA673,palutena_bomb_appear
0x14A8ED4548,rbkind_stg_impact_ss
0x14A8F456A5,ui_voice_lucario_029
0x14A907B154,mining_arm_angle_max
0x14A91AD93B,arrow_offset_x_kirby
0x14A92DD7EB,se_kirby_special_s04
0x14A93511F0,se_packun_appeal_s04
0x14A93C4731,gate_drive_strive_11
0x14A96C5752,dist_follow_distance
0x14A97634B1,info_h09_dp_gingadan
0x14A97680A6,closing_ear_distance
0x14A976A7B7,se_elight_dash_start
0x14A97CEDBD,info_gd46_ssp_daichi
0x14A99077C9,motion_test_route_04
0x14A9985516,base_ratio_appeal_lw
0x14A9AB3C8C,ui_bgm_mc01_mc_glide
0x14A9ADA5D4,edge_attack_dash_hit
0x14A9ADAAD3,ui_profile_se_wolfen
0x14A9B44140,restart_motion_frame
0x14A9B9318A,special_n_fail_speed
0x14A9BDC45C,id_clear_getter_0110
0x14A9CD7473,se_captain_dash_turn
0x14A9CFBD4B,special_effect_frame
0x14A9D1EE04,buddy_missile_shot_l
0x14A9D7470A,constraint_bone_name
0x14A9FB5E0F,spot_m_hand_06_02_01
0x14AA3493B7,marker_attack_shield
0x14AA37FFB3,info_crs31_world_map
0x14AA3C0547,final_attack_bunshin
0x14AA3DA8C2,falco_firebird_start
0x14AA4C2038,hold_active_node_num
0x14AA6F34B7,standard_melee_bonus
0x14AA7EA26B,se_kirby_step_left_s
0x14AA858E92,wait_action_skip_per
0x14AA8DF982,evlightpipeisland_13
0x14AA9F8854,evlightpipeclouds_07
0x14AAACDE94,kamui_counter_splash
0x14AAB65C6B,ui_bgm_p02_pnk_title
0x14AAB7475F,stream_a02_smb_chika
0x14AABA11A3,standard_stage_glass
0x14AABC4734,se_plizardon_swing_m
0x14AAC4A915,spot_dummy_sp_evernt
0x14AAE5BA3D,tex_ganonboss_sword5
0x14AAEDF8B6,se_shizue_appeal_h01
0x14AAF6A9C0,se_miienemyf_swing_s
0x14AAF7082B,ui_voice_pikachu_029
0x14AB033178,rayquaza_shake_frame
0x14AB0FC41D,se_chrom_special_l03
0x14AB131D48,se_sonic_special_h01
0x14AB139B3A,vc_cloud_special_h01
0x14AB22FEA4,darzspacerushstencil
0x14AB257FEC,missile_distance_max
0x14AB3330AD,hebigarasu_emergency
0x14AB4A107C,ui_voice_pokemon_003
0x14AB6907FA,ui_voice_gaogaen_009
